Sex_Code_Text,Ethnic_Code_Text,LegalStatus,CustodyStatus,MaritalStatus,ScoreText,age,priors_count
Male,African-American,Pretrial,Jail Inmate,Single,High,25.0,11.0
Male,African-American,Pretrial,Jail Inmate,Single,High,25.0,11.0
Male,African-American,Pretrial,Jail Inmate,Single,High,25.0,11.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,40.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,44.0,1.0
Male,African-American,Pretrial,Jail Inmate,Married,Low,44.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,31.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,31.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,31.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,22.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,31.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,33.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,High,25.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,25.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,26.0,5.0
Male,African-American,Pretrial,Jail Inmate,Single,High,26.0,2.0
Male,Hispanic,Pretrial,Pretrial Defendant,Single,Low,56.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,29.0,0.0
Male,Hispanic,Pretrial,Jail Inmate,Married,Low,22.0,2.0
Male,Hispanic,Pretrial,Jail Inmate,Married,Low,22.0,2.0
Male,Hispanic,Pretrial,Jail Inmate,Married,Low,22.0,2.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,27.0,5.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,27.0,5.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,27.0,5.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,27.0,5.0
Male,African-American,Pretrial,Pretrial Defendant,Single,High,21.0,0.0
Male,African-American,Pretrial,Pretrial Defendant,Single,High,21.0,0.0
Male,African-American,Pretrial,Pretrial Defendant,Single,High,21.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,33.0,9.0
Male,African-American,Pretrial,Jail Inmate,Single,High,33.0,9.0
Male,African-American,Pretrial,Jail Inmate,Single,High,33.0,9.0
Male,African-American,Pretrial,Jail Inmate,Single,High,33.0,9.0
Male,African-American,Pretrial,Jail Inmate,Single,High,33.0,9.0
Male,African-American,Pretrial,Jail Inmate,Single,High,33.0,9.0
Male,African-American,Pretrial,Jail Inmate,Single,High,33.0,9.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,44.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,25.0,0.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Low,29.0,0.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Low,22.0,1.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Low,22.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,21.0,0.0
Male,Other,Pretrial,Jail Inmate,Single,Medium,49.0,13.0
Male,African-American,Pretrial,Jail Inmate,Divorced,Low,59.0,8.0
Male,African-American,Pretrial,Jail Inmate,Divorced,Low,59.0,8.0
Male,African-American,Pretrial,Jail Inmate,Divorced,Low,59.0,8.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Medium,44.0,24.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Medium,44.0,24.0
Male,African-American,Pretrial,Jail Inmate,Single,High,31.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,High,31.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,42.0,6.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,42.0,6.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,42.0,6.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,45.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,45.0,1.0
Male,African-American,Pretrial,Jail Inmate,Married,Low,33.0,3.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,44.0,8.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,44.0,8.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,44.0,8.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,44.0,8.0
Male,Other,Pretrial,Jail Inmate,Single,Low,24.0,0.0
Female,Hispanic,Post Sentence,Probation,Divorced,Low,28.0,2.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,22.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,33.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,33.0,0.0
Male,Caucasian,Pretrial,Pretrial Defendant,Divorced,Low,62.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,44.0,6.0
Female,Caucasian,Pretrial,Jail Inmate,Married,Low,48.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,21.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,High,21.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,High,21.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,High,21.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,24.0,8.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,24.0,8.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,24.0,8.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,24.0,8.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,24.0,8.0
Male,African-American,Post Sentence,Probation,Single,High,43.0,15.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,34.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,31.0,13.0
Male,African-American,Pretrial,Jail Inmate,Single,High,29.0,16.0
Male,African-American,Pretrial,Jail Inmate,Single,High,29.0,16.0
Male,African-American,Pretrial,Jail Inmate,Single,High,22.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,High,22.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,High,22.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,High,22.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,High,22.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,High,22.0,2.0
Male,African-American,Pretrial,Jail Inmate,Divorced,Medium,32.0,0.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Low,39.0,2.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Low,39.0,2.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Low,39.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,High,40.0,15.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,22.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Divorced,High,30.0,1.0
Male,Hispanic,Pretrial,Jail Inmate,Married,Low,37.0,4.0
Male,Hispanic,Pretrial,Jail Inmate,Married,Low,41.0,6.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,21.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,21.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,29.0,6.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,29.0,6.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,29.0,6.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,31.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,31.0,2.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,47.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,47.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,29.0,0.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Low,39.0,3.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Low,56.0,4.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Low,56.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,29.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,29.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,29.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,29.0,0.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Medium,26.0,1.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Medium,26.0,1.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Medium,26.0,1.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Medium,26.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,50.0,9.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,50.0,9.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,25.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,25.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,High,26.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,High,26.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,High,26.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,29.0,4.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,29.0,4.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,29.0,4.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,29.0,4.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,49.0,8.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,49.0,8.0
Male,Hispanic,Pretrial,Jail Inmate,Single,Low,30.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,28.0,0.0
Female,Caucasian,Post Sentence,Probation,Single,High,23.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,39.0,8.0
Male,Caucasian,Pretrial,Pretrial Defendant,Married,Medium,28.0,3.0
Male,Caucasian,Pretrial,Pretrial Defendant,Married,Medium,28.0,3.0
Male,Caucasian,Pretrial,Pretrial Defendant,Married,Medium,28.0,3.0
Male,Caucasian,Pretrial,Pretrial Defendant,Married,Medium,28.0,3.0
Male,Hispanic,Pretrial,Jail Inmate,Separated,Low,34.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,53.0,2.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,33.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,26.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,26.0,3.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,27.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,27.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,29.0,0.0
Male,Hispanic,Pretrial,Jail Inmate,Single,Medium,38.0,4.0
Female,African-American,Pretrial,Jail Inmate,Significant Other,Medium,24.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,27.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,27.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,22.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,24.0,0.0
Male,African-American,Pretrial,Jail Inmate,Separated,Low,49.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,High,21.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,21.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,21.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,21.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,22.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,High,22.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,High,22.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,High,22.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,High,22.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,High,22.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,High,22.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Married,Low,34.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,38.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,24.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,24.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,24.0,4.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Medium,44.0,10.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Medium,44.0,10.0
Female,African-American,Pretrial,Jail Inmate,Single,High,21.0,0.0
Female,African-American,Pretrial,Jail Inmate,Single,High,21.0,0.0
Female,African-American,Pretrial,Jail Inmate,Single,High,21.0,0.0
Female,African-American,Pretrial,Jail Inmate,Single,High,21.0,0.0
Female,African-American,Pretrial,Jail Inmate,Single,High,21.0,0.0
Female,African-American,Pretrial,Jail Inmate,Single,High,21.0,0.0
Female,African-American,Pretrial,Jail Inmate,Single,High,21.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,36.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,24.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,24.0,1.0
Male,Hispanic,Pretrial,Jail Inmate,Single,Medium,45.0,3.0
Male,African-American,Pretrial,Jail Inmate,Divorced,Low,48.0,0.0
Male,African-American,Pretrial,Jail Inmate,Divorced,Low,48.0,0.0
Male,African-American,Pretrial,Jail Inmate,Divorced,Low,48.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,25.0,5.0
Male,African-American,Pretrial,Jail Inmate,Single,High,25.0,5.0
Female,African-American,Pretrial,Jail Inmate,Single,Low,38.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,28.0,3.0
Female,African-American,Pretrial,Jail Inmate,Single,Medium,31.0,10.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Medium,28.0,5.0
Male,Hispanic,Pretrial,Jail Inmate,Single,Low,21.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,41.0,3.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,28.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,30.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,30.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Divorced,Low,47.0,13.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,24.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,24.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,24.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,24.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,24.0,4.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,33.0,9.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,33.0,9.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,33.0,9.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,33.0,9.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,33.0,9.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,53.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,53.0,3.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,34.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,34.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,32.0,9.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,32.0,9.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,32.0,9.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,32.0,9.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,32.0,9.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,32.0,9.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,32.0,9.0
Male,African-American,Pretrial,Jail Inmate,Single,High,31.0,4.0
Female,African-American,Pretrial,Jail Inmate,Single,Low,23.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,39.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,39.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,39.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,39.0,2.0
Female,Caucasian,Pretrial,Pretrial Defendant,Significant Other,High,27.0,3.0
Female,Caucasian,Pretrial,Pretrial Defendant,Significant Other,High,27.0,3.0
Female,Caucasian,Pretrial,Pretrial Defendant,Significant Other,High,27.0,3.0
Female,Caucasian,Pretrial,Pretrial Defendant,Significant Other,High,27.0,3.0
Male,Caucasian,Pretrial,Jail Inmate,Significant Other,Low,53.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Significant Other,Low,53.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,25.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,29.0,0.0
Male,Hispanic,Pretrial,Pretrial Defendant,Single,Medium,31.0,1.0
Male,Hispanic,Pretrial,Pretrial Defendant,Single,Medium,31.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Divorced,Medium,32.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Divorced,Medium,32.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Divorced,Medium,32.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Divorced,Medium,32.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Married,Low,53.0,0.0
Male,African-American,Pretrial,Jail Inmate,Significant Other,Low,36.0,0.0
Female,Caucasian,Pretrial,Jail Inmate,Divorced,Low,54.0,0.0
Male,Hispanic,Pretrial,Jail Inmate,Single,High,31.0,7.0
Male,Hispanic,Pretrial,Jail Inmate,Single,High,31.0,7.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,23.0,0.0
Male,Caucasian,Pretrial,Pretrial Defendant,Separated,High,50.0,3.0
Male,Caucasian,Pretrial,Pretrial Defendant,Separated,High,50.0,3.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Low,26.0,3.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Low,26.0,3.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Low,26.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,High,41.0,19.0
Male,African-American,Pretrial,Jail Inmate,Single,High,41.0,19.0
Female,African-American,Pretrial,Jail Inmate,Single,Low,24.0,2.0
Female,African-American,Pretrial,Jail Inmate,Single,Low,24.0,2.0
Male,Other,Pretrial,Jail Inmate,Separated,Low,28.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,53.0,9.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,53.0,9.0
Male,African-American,Pretrial,Jail Inmate,Single,High,31.0,0.0
Female,Hispanic,Pretrial,Pretrial Defendant,Single,Medium,22.0,0.0
Male,African-American,Post Sentence,Probation,Single,High,25.0,5.0
Female,African-American,Pretrial,Jail Inmate,Single,Medium,23.0,2.0
Male,Other,Pretrial,Jail Inmate,Single,High,30.0,4.0
Male,Hispanic,Pretrial,Pretrial Defendant,Single,Medium,45.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,24.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,25.0,5.0
Male,African-American,Pretrial,Jail Inmate,Married,Low,39.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Significant Other,Medium,47.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,31.0,5.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,31.0,5.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,31.0,5.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,31.0,5.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,31.0,5.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,28.0,6.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,28.0,6.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,28.0,5.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,28.0,5.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,27.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,27.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,High,27.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,High,27.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,High,27.0,2.0
Male,Hispanic,Pretrial,Pretrial Defendant,Single,Low,48.0,1.0
Male,Hispanic,Pretrial,Pretrial Defendant,Single,Low,48.0,1.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Medium,22.0,3.0
Male,Hispanic,Pretrial,Jail Inmate,Separated,Medium,36.0,3.0
Male,Hispanic,Pretrial,Jail Inmate,Separated,Medium,36.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,High,27.0,12.0
Male,African-American,Pretrial,Jail Inmate,Single,High,27.0,12.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,28.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,26.0,2.0
Male,African-American,Pretrial,Pretrial Defendant,Single,High,26.0,7.0
Male,African-American,Pretrial,Pretrial Defendant,Single,High,26.0,7.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Low,32.0,0.0
Male,African-American,Pretrial,Jail Inmate,Married,Low,32.0,1.0
Female,African-American,Pretrial,Jail Inmate,Single,Low,38.0,1.0
Female,African-American,Pretrial,Pretrial Defendant,Significant Other,Medium,28.0,10.0
Female,African-American,Pretrial,Pretrial Defendant,Significant Other,Medium,28.0,10.0
Female,African-American,Pretrial,Pretrial Defendant,Significant Other,Medium,28.0,10.0
Female,African-American,Pretrial,Pretrial Defendant,Significant Other,Medium,28.0,10.0
Male,Caucasian,Pretrial,Jail Inmate,Divorced,High,39.0,16.0
Male,Caucasian,Pretrial,Jail Inmate,Divorced,High,39.0,16.0
Male,Caucasian,Pretrial,Jail Inmate,Divorced,High,39.0,16.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,34.0,4.0
Female,African-American,Pretrial,Jail Inmate,Single,Low,34.0,5.0
Female,African-American,Pretrial,Jail Inmate,Single,Low,34.0,5.0
Female,African-American,Pretrial,Jail Inmate,Single,Low,34.0,5.0
Female,African-American,Pretrial,Jail Inmate,Single,Low,34.0,5.0
Male,African-American,Pretrial,Jail Inmate,Single,High,27.0,13.0
Female,African-American,Pretrial,Jail Inmate,Single,High,38.0,0.0
Female,Other,Pretrial,Jail Inmate,Single,Low,29.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,27.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,38.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,38.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,38.0,0.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Low,53.0,1.0
Male,Hispanic,Pretrial,Jail Inmate,Single,Medium,43.0,3.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,39.0,10.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,39.0,10.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,39.0,10.0
Male,African-American,Pretrial,Jail Inmate,Single,High,32.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,32.0,0.0
Female,African-American,Pretrial,Jail Inmate,Single,Low,37.0,7.0
Male,Hispanic,Pretrial,Jail Inmate,Single,Low,31.0,1.0
Male,Hispanic,Pretrial,Jail Inmate,Single,Low,31.0,1.0
Male,Hispanic,Pretrial,Jail Inmate,Single,Low,31.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,28.0,10.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,28.0,10.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,28.0,10.0
